img_path,lat,lon,class_label
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image658.png,22.231696104291636,114.228415855193,29
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image121.png,60.359142499377874,10.579268215827437,12
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image562.png,45.34818430249131,17.840333602542067,30
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image239.png,55.3060038322848,12.207366214978062,12
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image173.png,52.8977925408994,5.577253695637269,2
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image361.png,15.566631134517849,105.22697474752404,10
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image622.png,48.51419232574042,19.67265343775957,25
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image170.png,8.640728974642082,99.08790918924372,31
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image800.png,6.499254907518733,124.53661704012777,18
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image557.png,-24.410038029794222,-53.527803604154215,19
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image311.png,-29.68068880083206,27.69867504417091,28
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image543.png,-3.96455324348529,122.18829717877358,32
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image52.png,-40.02510295641555,175.8073708554116,21
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image165.png,57.47426370377109,9.806823582740936,12
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image606.png,3.219010801066899,101.73947168337352,6
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image718.png,57.78873548789415,12.053021025897312,12
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image757.png,41.06452462785237,21.04942888349001,22
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image468.png,11.988631553375162,105.45938719592016,10
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image508.png,47.3134515169514,110.63402991418508,33
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image573.png,9.87265883780616,-74.5799892713679,1
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image359.png,39.290490939246126,-7.428141161795597,24
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image755.png,-33.38468904445875,-56.51693380409696,19
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image180.png,-30.71117314902318,30.47385604789851,28
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image237.png,-27.379672294371044,31.622026737941876,28
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image355.png,9.284237549642995,7.435011336626943,15
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image46.png,-14.3223340317599,-170.72296076802309,34
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image761.png,47.07357635968337,21.914322311412832,30
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image141.png,-31.566693333001037,-68.54947571856506,35
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image488.png,-32.90364578325896,17.99632824350144,36
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image16.png,-21.056050642041463,55.3638110106314,26
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image452.png,-34.99690336251993,117.13660062443704,37
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image751.png,35.370091268219745,139.03498980509616,38
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image695.png,22.159983727487703,113.56252126176211,29
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image796.png,42.71859090202789,-1.372258562310809,24
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image379.png,-0.8655429397099766,34.866648842048264,39
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image738.png,50.36694609800039,-3.993109292188661,14
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image213.png,28.42676162103264,76.58515757056325,40
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image387.png,-36.78318161038507,140.02140527977605,9
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image770.png,52.52493184108485,6.425117726969794,2
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image44.png,34.94740902869353,139.81647714339636,38
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image464.png,40.99391845173348,17.21096114041435,22
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image838.png,10.292385380155764,123.8723690510346,18
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image553.png,-29.252835065545355,27.77056123731922,28
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image233.png,-35.90813543412529,-72.68440547761872,35
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image142.png,28.19044169902032,77.70194531554914,40
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image673.png,31.976570192460997,35.468104006018,3
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image203.png,35.88616544783409,14.379879638189625,41
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image787.png,41.0342320943104,21.32916945627941,22
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image71.png,-17.451170637790337,-66.2411805518503,42
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image422.png,46.91279917159269,26.08958917921611,30
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image210.png,22.19611700604724,113.5451898917858,29
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image748.png,33.82320185298697,10.870351815361811,43
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image201.png,-34.47730304065863,140.06921893337616,9
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image132.png,-19.709771985375564,135.82758101440638,9
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image564.png,45.60001874456078,11.031117112347037,44
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image591.png,50.47849104029717,5.419461404427542,2
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image780.png,52.209271521330926,6.436530932476686,2
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image208.png,15.022728349613054,-91.15245022639444,11
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image63.png,-23.664464516980477,22.82614954284508,28
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image743.png,47.9528062583826,22.31884895375593,25
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image185.png,22.302767636217496,114.19159043674168,29
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image577.png,36.27156054786386,10.43321102610858,5
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image78.png,45.95698673336117,15.488729827112328,17
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image300.png,3.650869984731529,-76.5710542709976,1
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image652.png,14.69582953744082,120.99940860603786,18
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image10.png,48.83720979913335,-72.52961321448909,45
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image807.png,45.35974252972036,13.939117126735397,17
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image585.png,-26.057066180142943,31.986608736884698,28
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image238.png,24.9287356440777,121.37418736120814,29
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image462.png,29.5500003423797,-104.42432257392954,46
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image215.png,4.463847845118363,102.03704880127592,6
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image269.png,-3.833287760549749,-50.63722113289258,42
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image546.png,-34.43372286740716,115.88478744826403,37
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image545.png,-0.938620472376344,-78.61333929255873,7
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image765.png,56.12634319614549,10.184006314140392,12
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image374.png,53.21479899637875,-1.6722654761821214,14
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image135.png,64.18045860147372,-21.590928335533334,14
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image181.png,33.311099321966495,131.04844094857236,0
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image771.png,4.782522265422462,-74.98731589045082,1
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image255.png,45.44076058931644,28.04394632276318,8
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image99.png,-21.201884591243005,55.60347666568532,26
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image711.png,49.77350987515856,0.7181808246279953,47
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image833.png,25.209379867263944,121.59732795563156,29
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image24.png,44.52836606323724,10.227132952986173,5
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image338.png,31.6501212250422,35.14945586320201,3
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image735.png,51.56027125738687,3.798987641529909,2
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image394.png,34.20695664065841,139.13357576405429,38
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image729.png,36.44026971988659,10.565825394460528,5
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image225.png,27.37164814695294,89.32251028995805,40
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image108.png,13.937887078362747,121.61389350553353,18
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image399.png,-12.03314760616811,-76.94980376999308,7
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image410.png,14.54315647584536,-16.407597781702968,48
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image643.png,6.501231421108768,3.346071020735706,15
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image750.png,43.446412509709056,22.171424990685946,30
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image791.png,48.95028371475094,19.2610288789736,49
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image690.png,64.53082843021916,-21.33145535260703,14
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image484.png,18.84946718097716,100.32412302641916,50
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image134.png,33.55584331750761,10.945233575712164,43
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image772.png,14.019266777264376,100.53453671384872,50
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image358.png,10.600950431541694,7.470673157332891,15
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image38.png,63.8792460536025,-20.502002734841245,14
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image411.png,-15.457565740972006,-69.43777337063169,7
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image480.png,64.7943482584189,13.38024011346662,12
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image220.png,53.79335061609749,18.522267223536325,49
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image814.png,-29.854917543230265,27.28202927834549,28
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image407.png,30.328742032688453,78.00018787094123,40
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image88.png,50.54681923990496,5.832158004046785,2
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image821.png,46.74225450890524,11.443217214493194,44
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image258.png,44.2971706399262,20.567881390646583,30
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image325.png,31.813423676946165,35.90811670819307,3
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image403.png,12.11393256237898,-68.92984611823626,1
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image453.png,46.438444337229306,6.165232371497634,44
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image555.png,-25.367684096495964,27.67414168747076,28
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image149.png,-26.751579924682574,31.0026098870239,28
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image261.png,-1.440470112889333,-78.17894934292505,7
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image497.png,17.465561273623255,78.56199981562837,23
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image549.png,46.216412531414015,19.889499754053197,30
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image715.png,-28.946423776194887,27.817490129151032,28
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image739.png,-3.5706706113276208,-80.23492527106669,7
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image195.png,51.03470527512296,5.711300474418689,2
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image342.png,-26.06800629419968,30.113444935035776,28
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image619.png,-21.47153848018753,-54.38438900910151,19
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image285.png,47.51251517390622,7.764905255472939,44
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image611.png,42.92204168056738,74.7455700701534,40
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image441.png,1.3324555225497168,103.90658297208024,6
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image602.png,0.5077820011572963,-77.90431178983401,1
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image768.png,46.63248988609534,2.840642330439964,47
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image447.png,44.91761508662048,10.648799232301393,44
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image94.png,-31.8844752678711,116.76328011007404,37
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image629.png,45.48541796653399,13.7980203955707,17
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image221.png,38.50755316219501,-7.597314610228833,24
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image226.png,2.1754739282909816,102.72438076112026,6
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image471.png,-1.6880631286326664,37.195653950816016,39
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image3.png,-43.7422678127962,171.52920489737704,21
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image270.png,-0.3049802553673244,100.37783459703192,51
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image773.png,60.12797764068646,71.54920263445126,52
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image192.png,7.362895270385144,124.7843370396625,18
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image783.png,46.02921013534869,18.29254151057116,30
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image633.png,-34.570610091926454,-67.86495102042642,35
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image752.png,10.558066298906558,104.46931013350311,10
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image667.png,44.876925758732256,110.13123683273508,33
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image189.png,22.161715806164235,113.57232019943034,29
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image333.png,57.03649553343846,34.96509156260035,53
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image678.png,-28.288223093490725,20.65861901738928,36
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image502.png,-33.960477775728705,22.488849497387623,36
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image21.png,10.588487677364212,7.414042861854658,15
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image198.png,6.371857661177799,-73.97378685578393,1
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image797.png,47.63028315408449,15.8411233068118,17
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image501.png,55.52720948720681,22.09261418832952,4
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image5.png,56.11799680614003,22.36843104284217,4
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image781.png,47.962570268462784,16.470025723611474,17
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image694.png,45.608099791073,-91.11177282862808,54
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image202.png,47.65312979773206,25.57235582992677,25
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image648.png,46.69672526853656,113.16466964911382,33
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image443.png,-25.36913218756252,26.26564377504366,28
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image283.png,8.239400262293826,-76.7518939285176,1
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image375.png,-26.364564961701102,31.156854282220195,28
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image421.png,65.34908082107181,18.593060986481813,12
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image534.png,44.487979405722186,26.042509692932192,8
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image438.png,36.34097122485651,127.3943641131127,0
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image329.png,54.76166021645316,17.555187657039326,4
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image561.png,59.73301763955335,5.935983746116107,12
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image571.png,1.3402833323686218,103.78740685651348,6
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image815.png,-8.326569522510596,122.92703573463795,32
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image665.png,15.502950447656822,99.51391284130928,50
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image126.png,37.22796132937506,-4.337188181864063,24
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image802.png,49.665397525874496,32.02299844112691,8
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image677.png,45.99971559482495,26.13870382603168,8
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image14.png,50.17064237077848,8.677840707780556,20
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image615.png,62.97426346555376,21.17121496574749,12
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image420.png,26.99189154535876,91.52083639705695,55
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image161.png,49.19062708474521,-2.202984341834658,14
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image158.png,57.52992685462032,26.516682073276428,4
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image412.png,49.42331358215139,15.01613281566609,49
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image556.png,39.94608622148641,-2.893705866953596,24
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image683.png,-4.190519597192775,39.5930995900478,39
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image465.png,38.64852214604262,-8.213172983369772,24
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image273.png,51.41764492340427,5.700499454596036,2
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image231.png,-16.598247551723958,-68.18394003022861,7
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image140.png,54.93479949523993,-7.458500612797743,14
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image139.png,-1.9230320532056908,30.1096554878697,39
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image406.png,18.931802217807224,-99.21785787554758,11
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image799.png,58.6959563149055,81.41419345793318,52
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image176.png,36.03911682595079,14.299991466260796,41
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image278.png,26.63074647919069,-81.8683594796489,56
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image191.png,-3.235621254305008,38.75935709267674,39
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image472.png,27.42670325329497,89.55058138897965,40
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image716.png,48.45197257994335,1.4752699511205178,47
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image598.png,30.51783653691377,35.557169356583394,3
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image804.png,18.50196804489431,-69.83676862690199,1
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image188.png,24.038740640893497,120.39760862972658,29
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image230.png,53.271533919208125,-7.815402247986197,14
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image276.png,40.32376937373154,38.43772999528259,8
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image315.png,59.60508430583222,13.461987514952368,12
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image2.png,60.06782777619297,6.546338297685066,12
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image131.png,18.76776744469556,73.07608024942225,23
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image706.png,-23.14037653272263,20.291797940941,36
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image388.png,47.92012632984454,30.59477954500891,8
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image503.png,48.21982499724359,0.3188781331767591,47
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image594.png,-13.566612296980962,-75.53468531954435,7
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image722.png,18.93680155143912,-97.67283801835924,11
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image205.png,49.93792385087515,-95.91246609157297,54
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image96.png,42.255816920252975,24.12205861657608,13
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image817.png,46.696245120054016,15.808411884805166,17
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image340.png,42.50863633144532,1.5212221734914648,5
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image612.png,32.61454363515172,-115.1028062845231,57
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image570.png,12.72160269948334,120.85741040382432,18
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image321.png,60.69362255428327,26.84097021753159,58
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image297.png,9.272686579200816,-2.414011163843848,48
